unique.pubchem,unique.drugid,CCLE.drugid,CGP.drugid,GRAY.drugid,GSK.drugid,NCI.drugid
54609908,,,,,,ddug
54610150,,,,,,Mithramycin
54610154,,,,,,Teniposide
54610340,,,,,,eupacunoxin
54610386,,,,,,"1,4-biphenylene-bis(triphenylphosphonium) dibromide"
54610760,,,,,,olivomycin transformation
54611281,,,,,,discorhabdin h
54611286,,,,,,9-.alpha.-acetoxyparthenolide
54611422,,,,,,Estramustine
54611427,,,,,,stellettamide b
54611458,,,,,,frondoside a
54611556,,,,,,isostrychnopentamine a trihydrochloride
54611557,,,,,,"bis(2-hydroxybenzal)acetone, disodium pentahydrate salt"
54611558,,,,,,varacin trifluoroacetate salt
54611651,,,,,,uprolide h
54611691,,,,,,potassium arsenite
54611827,,,,,,Sodium Butyrate
54612270,,,,,,melampodin
54612584,,,,,,incompti b
54612624,,,,,,"2-methylthiazolidine-2,4-dicarbonylic acid- di-sodium salt"
54612643,,,,,,"(2r,5r)-2-palmitoylamido-(3e)-octadecen-1,5-diol)"
54612678,,,,,,sr16388
54612695,,,,,,2-furoyl-7-chloro-3-trifluoromethylquinoxaline-4-oxide
54612739,,,,,,diaporthein b
54612824,,,,,,"3- methoxy-5h-8,9-dimethyl-isoindolo[2,1-a]quinoxalin-6-one"
54612825,,,,,,"3- methoxy-5h-10-fluoro-isoindolo[2,1-a]quinoxalin-6-one"
54612826,,,,,,"3- methoxy-5h-8-methoxy-isoindolo[2,1-a]quinoxalin-6-one"
54612827,,,,,,"3- methoxy-5h-9-methoxy-isoindolo[2,1-a]quinoxalin-6-one"
54612828,,,,,,"2- methoxy-5h-isoindolo[2,1-a]quinoxalin-6-one"
54612829,,,,,,"1,4- dimethoxy-5h-isoindolo[2,1-a]quinoxalin-6-one"
54612853,,,,,,hookeriamide j
54612854,,,,,,hookeriamide k
54612855,,,,,,hookeriamide h
54612856,,,,,,hookeriamide i
54612857,,,,,,chonemorphine
54612859,,,,,,epipachysamine-e-5-en-4-one
54612860,,,,,,"2,3-dehydrosarcovagine d"
54612875,,,,,,"5,10-dimethoxybenzo[g]quinolin-2(1h)-one"
54612897,,,,,,"3,19-(2,6-dimethyoxy)benzylidineandrographolide"
54612900,,,,,,"3,19-benzylidine-14-deoxy-11,12-didehydroandrographolide"
54612901,,,,,,"3,19-(4-acetamido)benzylidineandrographolide"
54612932,,,,,,ferric-taxol
54612980,,,,,,6-(4-ethylphenyl)-2-benzenesulfomidepyridazine-3(2h)-one
54613017,,,,,,z-endoxifen hydrochloride
54613037,,,,,,pu-h71.2hcl
54613102,,,,,,"7-benzyl-5,7-dihydro-4h-isoxazolo[5,4-e]isoindole"
54613108,,,,,,"7-benzyl-6-phenyl-5,7-dihydro-4h-isoxazolo[5,4-e]isoindole"
54613125,,,,,,2-(carboxy proxyl)-decyltriphenylphosphonium bromide
54613148,,,,,,[(1h-benzimidazole-2-yl)dithio]-9h-purine
54613170,,,,,,wa007-00
54613272,,,,,,"3-acetoxy-2',4'-dimethoxy-5'-prenylchalcone"
54613300,,,,,,desmethyleleutherobin
54613350,,,,,,vagenine a
54613361,,,,,,kiterpiosin
54613387,,,,,,mito-tempol
54613413,,,,,,s-allylthio mercaptopurine riboside
54613414,,,,,,s-allylthio 6mercaptopurine
54613488,,,,,,"2-methoxy-5h-pyrido[3,2:4,5]pyrrolo[3,2-c]cinnoline"
54613527,,,,,,"5-chloro-7h-phtho[3,2,1-ij][2,7]phthyridin-7-one"
54613569,,,,,,"3,4-diphenylisoxazolo[3,4-d]pyridazin-7(6h)-one"
54613653,,,,,,"2,3-dimethoxy-5h-pyrido[3',2':4,5]pyrrolo[3,2-c]cinnoline"
54613734,,,,,,"3,19-(4-n,n-dimethylamino)benzylidineandrographolide"
54613769,,,,,,Crizotinib
5464572,,,,,,diethylcyanine
5465890,,,,,,"tert-butyl-(2,4-dioxochroman-3-ylidene) methylcarbamate"
5465973,,,,,,"4,5-dimethyl-11h-pyrido[4,3-a]carbazole"
5466137,,,,,,"5-hydroxy-3,7-dimethoxy-3',4'-methylenedioxyflavone"
5466664,,,,,,1-bromo-2-iodo-trans-2-butene
5466667,,,,,,3'-carboxypropionyl-(z)-combretastatin a-4
5466698,,,,,,quildopeptin
5466704,,,,,,antineoplastic-641454
5466706,,,,,,"(z)-3,4,5-trimethoxy-4'-ethylstilbene"
5466718,,,,,,vicenistatin
5466745,,,,,,antineoplastic-642198
5466955,,,,,,specionin
5466956,,,,,,mixture of specioside a & b
5466986,,,,,,kedarcidin
5466995,,,,,,antineoplastic-646699
5467019,,,,,,bengamide g
5467020,,,,,,bengamide h
5467055,,,,,,antineoplastic-647246
5467197,,,,,,Valspodar
5467207,,,,,,reveromycin a
5467321,,,,,,"1,3-isoquinolinedione, 4-[(3,4-dimethoxyphenyl)methylene]-"
5467322,,,,,,stipiamide
5467340,,,,,,"z-1-(4-methylthio-2-(3,4,5-trimethoxyphenyl)ethene"
5467345,,,,,,phenoxan
54675761,,,,,,cyclopiazonic acid
5467645,,,,,,vermiculin
5467655,,,,,,(z)-3-bromo-3-iodo-2-phenylpropel
5467656,,,,,,(z)-4-bromo-4-iodo-3-phenyl-3-buten-2-one
5467657,,,,,,2-[(z)-bromoiodomethylidene] cyclohexanone
54676825,,,,,,quicifal
54676860,,,,,,Ascorbic Acid
54676871,,,,,,Bactobolin
5467733,,,,,,"3,5-dimethoxy-beta-methyl-beta-nitrostyrene"
5467747,,,,,,gab-geldamycin
5467924,,,,,,triethyl 2-phosphono-3-(5-hydroxymethyl-2-furyl)acrylate
5467925,,,,,,triethyl 2-phosphono-3-(4-quinoline)acrylate
5467926,,,,,,trimethyl 2-phosphono-3-(2-furan)acrylate
5467927,,,,,,trimethyl 2-phosphono-3-methyl-(2-furan)acrylate
5467928,,,,,,diisopropyl 2-phosphono-3-(2-furan)acrylonitrile
5467937,,,,,,ethyl 2-cyano-3-(4-quinoline)acrylate
5467938,,,,,,diethyl 2-phosphono-3-(4-quinoline)acrylonitrile
5468001,,,,,,"2-azabicyclo[16.3.1]docosane, geldamycin deriv."
5468033,,,,,,"benzene, 1,1'-[(1,3-butadiene-1,4-diyl)sulfonyl]bis"
5468040,,,,,,"6,7-dibromo-3,7-dimethyl-2-octenyl acetate"
5468052,,,,,,"ethyl (e)-6-acetyloxy-5,5-methyl-2-hexenoate"
5468104,,,,,,mitorubrinic acid
5468197,,,,,,"4-piperidinone, 1-methyl-2,6-bis[(2-nitrophenyl)methylene]-"
5468270,,,,,,2-propenyl estradiol
5468287,,,,,,Cryptophycin
5468320,,,,,,pectenotoxin ii
5468332,,,,,,eremantholide c
5468333,,,,,,2-trans-n-penten-1-yl estradiol
5468334,,,,,,2-trans-n-buten-1-yl-estradiol
54683839,,,,,,lonchocarpic acid
5468424,,,,,,cryptophycin b
5468476,,,,,,"2-octene, 1-bromo-3-(bromomethyl)-2,6,7-trichloro-7-methyl-"
5468479,,,,,,manzamine a
5468481,,,,,,8-hydroxymanzamine a
5468506,,,,,,concamycin b
5468560,,,,,,sphinxolide b
5468561,,,,,,sphinxolide c
5468563,,,,,,sphinxolide
54686230,,,,,,viridenomycin
5468683,,,,,,"(z)-3-iodo-1,2-diphenyl-2-propen-1-one"
5468684,,,,,,(z)-1-iodo-2-phenyl-1-penten-3-one
5468685,,,,,,(z)-4-iodo-3-phenyl-3-buten-2-one
5468688,,,,,,concamycin a
5468689,,,,,,o-methyl-concamycin b
5468696,,,,,,pectenotoxin 1
5468698,,,,,,"1,8-phthyridin-4(1h)-one, 2-(3-methoxyphenyl)-7-methyl-"
5468719,,,,,,rietone 1
5468826,,,,,,okadaic acid
5468843,,,,,,sapoceolide b
5468862,,,,,,inolene
5468899,,,,,,"uracil, 1-[1,2-bis(ethoxycarbonyl)ethenyl]-, cis-"
5468903,,,,,,"adenine, 9-[1,2-bis(ethoxycarbonyl)ethenyl]-, trans-"
5468914,,,,,,"1,8-phthyridin-4(1h)-one, 2-(3-chlorophenyl)-7-methyl-"
5469013,,,,,,geodiamolide b
5469059,,,,,,geodiamolide e
5469060,,,,,,geodiamolide a
5469061,,,,,,geodiamolide d
5469123,,,,,,entilin a
5469156,,,,,,dichapetalin a
5469252,,,,,,"stilbene, 4-hydroxy-4'-methoxy-, (z)-"
5469265,,,,,,"4-piperidinone, 3,5-bis[(4-chlorophenyl)methylene]-, (e,e)-"
5469266,,,,,,"4-piperidinone, 3,5-bis[(4-nitrophenyl)methylene]-, (e,e)-"
5469267,,,,,,"4-piperidinone, 3,5-bis[(4-fluorophenyl)methylene]-, (e,e)-"
5469359,,,,,,parthenolid-8-one
5469437,,,,,,physalin h
5469524,,,,,,desmethoxycentaureidin
5469577,,,,,,antineoplastic-690266
5469596,,,,,,"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"
5469598,,,,,,"4-n,n-bis-2'-carboxyethylaminobenzylidene rhodanine"
5469752,,,,,,succinolide
5469832,,,,,,"(e,e)-1,4-bis(1-phthyl)-2,3-dinitro-1,3-butadiene"
5469834,,,,,,"1,3-butadiene, 1,4-bis(4-methoxyphenyl)-2,3-dinitro-"
5469974,,,,,,haliclocylamine-a
5469981,,,,,,"2-propen-1-one, 1-(2-benzimidazolyl)-3-(4-nitrophenyl)-"
5470009,,,,,,"9,19-cycloart-23-ene-3.beta.,25-diol"
5470288,,,,,,upro-pame
5470324,,,,,,z-.alpha.-chlorochalcone
5470371,,,,,,"homohalichondrin b diacetate 19,26-tetraol"
5470399,,,,,,pintin b
5470400,,,,,,austocystin d
5470458,,,,,,"2-propenone, 1,1'-(2,5-pyridinediyl)bis[3-(2-furanyl)-"
5470493,,,,,,heliquinomycin
5470535,,,,,,sphinxolide e
5470536,,,,,,sphinxolide f
5470537,,,,,,reidispongiolide c
5470965,,,,,,cystothiazole a
5471033,,,,,,17-DMAG
54710999,,,,,,benzathine tenuazote
5471231,,,,,,tetra(n-methyl-2-pyridyl)-porphyrin chloride
5471310,,,,,,artelastochromene
5471311,,,,,,artelasticin
5471312,,,,,,achilleol a
5471367,,,,,,ethyl 3-cyanoamino-2-(1h-benzimidazol-2-yl)acrylate
5471619,,,,,,euplexide d
54716343,,,,,,"2-pyridinone, 3-chloro-4-hydroxy-1-beta-d-ribofuranosyl-"
5471692,,,,,,"(3r,6'rs)-3-hydroxy-.beta.,.epsilon.-caroten-3-one"
54717225,,,,,,tirandamycin
5471824,,,,,,"2,6-di-[2-(furan-2-yl)vinyl]pyridine"
5471825,,,,,,"2,6-di-[2-(thien-2-yl)vinyl]pyridine"
5471826,,,,,,"2,6-di-[2(pyridin-2-yl)vinyl]pyridine"
5471965,,,,,,presqualene alcohol
5471986,,,,,,"n-(1e-pentenyl)-2z,4z-heptadiemide"
54720821,,,,,,pyrvinium pamoate (usan)
54720824,,,,,,viridomycin
5472093,,,,,,kendomycin
5472285,,,,,,oligomycin a
5472286,,,,,,oligomycin b
5472287,,,,,,oligomycin c
54724658,,,,,,"tetrocarcin a, sodium salt"
5472471,,,,,,3-genistein-8-c-glucoside
5472477,,,,,,macrocarpamine
5472480,,,,,,dorsmanin a
5472497,,,,,,phh6f
5472499,,,,,,"11-methoxycarbonylmethylen-11h-indolo[1,2-a]indazole"
5472501,,,,,,"11-cyanomethylen-11h-indolo[1,2-a]indazole"
5472587,,,,,,4-[2-(4-fluoro-phenyl)-vinyl]-benzenesulfomide
5472593,,,,,,4-[2-(4-dimethylamino-phenyl)-vinyl]-benzenesulfomide
5472594,,,,,,4-[2-(4-hydroxy-phenyl)-vinyl]-benzenesulfomide
5472597,,,,,,"4-[2-(3,4-dihydroxy-phenyl)-vinyl]-benzenesulfomide"
5472641,,,,,,4-[2-(3-methoxy-phenyl)-vinyl]-benzenesulfomide
5472642,,,,,,yuccaol c
5472643,,,,,,yuccaol a
5472712,,,,,,7z-plakortide h
5472714,,,,,,12-epi-eupalmerone
5472800,,,,,,lissoclinolide tetrenolin
5472852,,,,,,"1-p-chlorophenyl-2-thioxo-4-aminoquinolino[2,3-d]pyrimidine"
5472884,,,,,,17-n-propylamino-geldamycin
5472897,,,,,,"5h-pyrido[3',4':4,5]pyrrolo[2,3-b]quinoline, 11-methyl"
5472908,,,,,,(z)-3-chloro-4-(4'-hydroxyphenyl)-5-(3
5472914,,,,,,partricin a  2-pyridinylethylamide
5472956,,,,,,"4-piperidinopyrazolo[3,4-d]pyrimidin-6-thion"
5472959,,,,,,"4-(p-methylphenyl)aminopyrazolo[3,4-d]pyrimidin-6-thion"
5473013,,,,,,"1,1-di(3,4,5-trimethoxybenzylidenylcarbonyl)cyclohexane"
5473016,,,,,,"8-aniline-3,7-dimethyl-2,6-octadiene pyrophosphate"
5473022,,,,,,"8-aniline-3,7-dimethyl-2,6-octadiene methylenediphosphote"
5473024,,,,,,"8-aniline-3,7-dimethyl-2,6-octadienol"
5473025,,,,,,"8-(p-nitroaniline)-3,7-dimethyl-2,6-octadienol"
5473027,,,,,,"8-aniline-3,7-dimethyl-2,6-octadiene-s-l-cysteine"
5473028,,,,,,6-benzyloxy-3-methyl-2-hexen-1-ol pyrophosphate
5473049,,,,,,"resveratrol-3,5-diacetate"
5473050,,,,,,3-methoxyresveratrol
5473051,,,,,,"3,4'-dimethoxyresveratrol"
5473085,,,,,,"6-amino-2-thioxo trimethylene[c]thiopyrano[2,3-d]pyrimidine"
5473088,,,,,,2-(3-chloro-3-p-tolyl-allylidene)-malonitrile
5473096,,,,,,1-(3-oxo-hex-1-enylsulfanyl)-hex-1-en-3-one
5473168,,,,,,arylmethylene-f
5473171,,,,,,thiopyrimidine-f
5473172,,,,,,thiopyrimidine-och3
5473173,,,,,,thiopyrimidine-cl
5473194,,,,,,8-hydroxy-3-phenylisocoumarin
5473195,,,,,,"3-(3,4-dihydroxyphenyl)-8-methoxy-4-methylisocoumarin"
5473233,,,,,,iejimalide a.
5473237,,,,,,arylmethylene-br
5473238,,,,,,thiopyrimidine-ch3
5473239,,,,,,arylmethylene thiazolo
5473311,,,,,,"6,8-dihydroxy-3-(3,4-dihydroxyphenyl)-4-methylisocoumarin"
5473313,,,,,,2-[3-chloro-3-(4-chloro-phenyl)-allylidene]-malononitrile
5474187,,,,,,fugillin dicyclohexylamine salt
54747,,,,,,Caracemide
5475287,,,,,,dianemycin
5475995,,,,,,cytochalasin a
5476249,,,,,,zygosporin a
5476653,,,,,,chapliatrin
5476690,,,,,,17-Amino-17-demethoxygeldamycin;
5476831,,,,,,undulatone
5476867,,,,,,modified new trichothecene
5477029,,,,,,sinularin
5477074,,,,,,9-hydroxyparthenolide
5477083,,,,,,8-hydroxy verrucarin a
5477096,,,,,,monoacetyl verrucarin a epoxide
5477103,,,,,,eurecurvin
5477132,,,,,,3-phecyliden-5-brom-2-indolinon
5477210,,,,,,thapsigargin
5477211,,,,,,thapsia villosa compd
5477390,,,,,,ansamitocin deriv
5477469,,,,,,woodhousin
5477527,,,,,,"roridin a, 8-hydroxy-9b,10b-epoxy-"
5477536,,,,,,"8b-hydroxy-9b,10b-epoxyverrucarin a"
5477541,,,,,,ambruticin
5477555,,,,,,"deoxyphorbol, 20-o-acetyl-13-o-isobutyryl-12-o-(z,e)-2,4-"
5477565,,,,,,hm-4
5477574,,,,,,"trichothec-9-ene-4,15-diol, 12,13-epoxy-, cyclic ester"
5477575,,,,,,niveusin a
5477587,,,,,,b680433k349
5477635,,,,,,Bryostatin 1
5477653,,,,,,"phyllanthoside, s3'-desacetyl-"
5477715,,,,,,cytovaricin
5477755,,,,,,lmu-3 herz
5477757,,,,,,liscunditrin
5477773,,,,,,cordifene
5477775,,,,,,Hypothemycin
5477807,,,,,,antibiotic p 168
5477810,,,,,,liatris laevigata lactone #2
5477845,,,,,,angelylgrandifloric acid
5477906,,,,,,chaetoglobosin a
5477924,,,,,,quassinoid
5477925,,,,,,Bruceanol E
5478016,,,,,,baccharinoid a-1 (busam)
5478047,,,,,,chlorited cyclohexane der 4
5478094,,,,,,eremantholide b
5480214,,,,,,2-azaadenine
55498,,,,,,"colchicine, n-carbethoxy-deacetyl"
55710,,,,,,Dezaguanine
55748,,,,,,Mitoflaxone
55894,,,,,,"3h-1,2-dithiole, tetrachloro-"
5590,,,,,,triton x
5614,,,,,,malonoben
5634,,,,,,Undecylenic Acid
5646,,,,,,l-usnic acid
5649,,,,,,Valinomycin
56840982,,,,,,Carboxyphthalatoplatinum
56846591,,,,,,"gold, chloro(triphenylphosphine)-"
56909,,,,,,r 7516
5702003,,,,,,Mitomycin
5702014,,,,,,bromocriptine mesylate (usan)
5702042,,,,,,Digoxin
5702072,,,,,,hydroxyprogesterone caproate (usan)
5702211,,,,,,Floxuridine
5702227,,,,,,pararosaniline pamoate (usan)
5702228,,,,,,latoside c
5702238,,,,,,methylbenzethonium chloride (usan)
5702286,,,,,,mevastatin
5705411,,,,,,astraphloxin
5712,,,,,,Lificguat
5712119,,,,,,"2-propen-1-one, 3-(1-phthalenyl)-1-phenyl- (9ci)"
5718,,,,,,Zalcitabine
5726,,,,,,Zidovudine
5730654,,,,,,"2-(2,5-dimethoxybenzylidene)-1-tetralone"
57422250,,,,,,Chloroquine Phosphate
5743,,,,,,Dexamethasone Decadron
57469,,,,,,Imiquimod
5748328,,,,,,janus red
5748733,,,,,,enviroxime
57513,,,,,,Cyclodisone
5754,,,,,,Therapeutic Hydrocortisone
5755978,,,,,,"2-butene, 1,1,2,4,4-pentachloro-1,4-dinitro-"
5776876,,,,,,coumarin deriv
5790338,,,,,,"2-(2,4,5-trimethoxystyryl)benzothiazole"
5799,,,,,,Triethylenemelamine
580739,,,,,,"purine-6-thiol, ethyl carbote"
581,,,,,,Acetylcysteine
5813717,,,,,,antineoplastic-382459
5838553,,,,,,hm-9
5843399,,,,,,thiosemicarbazone r
5858115,,,,,,"benzene, 1-bromo-2,3-dimethoxy-5-(2-nitroethenyl)-"
5908434,,,,,,deoxytifructin
5910585,,,,,,geiparvin
5913405,,,,,,acetylkidamycin
5916519,,,,,,xanthatin
5917065,,,,,,eupachloroxin
5923589,,,,,,"benzaldehyde, 4-chloro-, 1-phthalenylsemicarbazone"
5926441,,,,,,eriofertin
5926799,,,,,,mycothiazole
5927763,,,,,,"2-butemide, n-(4-chlorophenyl)-4,4,4-trichloro-"
5929688,,,,,,bis(methylthio)maleonitrile
5929717,,,,,,"quinoline, 4-(2,5-dimethoxystyryl)-"
5935594,,,,,,ethyl 3-[4-(5-nitro-2-furylacryloyl)aminophenyl]propiote
5935906,,,,,,eupatoriopicrine
5944,,,,,,kantaridin
59453,,,,,,"1h-benzimidazole, 5,5'-dithiobis[2-(trifluoromethyl)- (9ci)"
5951628,,,,,,"2-butemide, 4-(2,6-dichlorophenyl)-4-oxo-"
5955,,,,,,4-Nitroquinoline-1-Oxide
596,,,,,,Cytarabine
5974,,,,,,cetrimonium bromide
5986877,,,,,,(2e)-2-benzoyl-3-(2-phenyl-1h-indol-3-yl)acrylonitrile
5994,,,,,,Therapeutic Progesterone
60147517,,,,,,coc1ccc(cc1)c2nc(\c=c\3/sc(=nc3=o)ncc4ccccc4)c5ccccn25
60147550,,,,,,Salinomycin
60147696,,,,,,derivative of dibenzothiazepine
60147744,,,,,,(z)-6-(2-(pyridin-2-ylmethylene)hydrazinyl)-9h-purine
60147888,,,,,,"3,14,19-tripropionylandrographolide"
60147950,,,,,,"3-hydroxy-9-methoxyisoindolo[2,1a]quinoxalin-6(5h)one"
60147952,,,,,,"3-hydroxy-8-methoxyisoindolo[2,1a]quinoxalin-6-(5h)-one"
60147953,,,,,,"10-fluoro-3-hydroxyisoindolo[2,1a]quinoxalin-6-(5h)-one"
60147956,,,,,,"3-hydroxy-8,9-dimethylisoindolo[2,1a]quinoxalin-6-(5h)-one"
60147979,,,,,,"3-[4-(1h-indol-3-yl)-1,3-thiazol-2-yl]-1-methyl-1h-indole"
60148209,,,,,,prepyridomacrolidine a
60148212,,,,,,tenellin camphanic acid ester
60148374,,,,,,9-deoxy-sibiromycin
60148381,,,,,,colistimethate sodium (usan)
60148385,,,,,,emetine hydrochloride
60148403,,,,,,puromycin hydrochloride (usan)
60148410,,,,,,monensin sodium
60148415,,,,,,"salinomycin, sodium"
60148416,,,,,,Bleomycin
60148418,,,,,,atorvastatin calcium (usan)
60148441,,,,,,"Adenosine, 2-chloro-2'-deoxy-2'-fluoro-"
6050,,,,,,Tributyrin
6054491,,,,,,n-(p-styrylphenyl)acetohydroxamic acid
6055630,,,,,,rubrolide a
6061570,,,,,,o-bromo-.alpha.-benzoyl cinmonitrile
6062847,,,,,,3-methoxy-4-benzyloxy-.alpha.-benzoylcinmonitrile
6069240,,,,,,"isoquildaldehyde, 5-amino-, thiosemicarbazone (8ci)"
6074315,,,,,,"p-toluidine, .alpha.-inden-1-ylidene-n-methyl- (8ci)"
60780,,,,,,Vinorelbine
60794,,,,,,Bizelesin
6099,,,,,,Methylene Blue
61253,,,,,,progallin o
614013,,,,,,acriflavinium hydrochloride
6167,,,,,,Colchicine
6181,,,,,,itir
6185,,,,,,cynotoxin
6194,,,,,,Uracil mustard
6197,,,,,,kaken
6215,,,,,,Fluocinolone Acetonide
62344,,,,,,euchrysine
6237,,,,,,algocor
6271803,,,,,,"malononitrile, (.beta.-pentylcinmylidene)-"
6277557,,,,,,"diethyl 2-amino-6-styryl-1,3-azulenedicarboxylate"
6282616,,,,,,"cinmamide, p-[bis(2-bromoethyl)amino]-.alpha.-cyano-"
6287145,,,,,,hydrazone
6296717,,,,,,chalcone alog
629761,,,,,,6-chloro-2-methyl-4-phenylquinolin-3-ethyl carboxylate
6325446,,,,,,jatrophon
6326620,,,,,,Bisantrene hydrochloride
6326719,,,,,,Mithramycin
6332031,,,,,,sanguirine nitrate
6332375,,,,,,"iodonium, (p-nitrophenyl)phenyl- nitrate"
6332663,,,,,,"sempervirine, nitrate, dihydrate"
6374527,,,,,,"thymine, 1-[1,2-bis(ethoxycarbonyl)ethenyl]-"
6374719,,,,,,(+/-)-rhopaloic acid
6376972,,,,,,"(z)-5-(4-(diethylamino)benzylidene)imidazolidine-2,4-dione"
6381423,,,,,,"uracil, 1,3-bis[1,2-bis(ethoxycarbonyl)ethenyl]-"
6382533,,,,,,"thymine, 1,3-bis[1,2-bis(ethoxycarbonyl)ethenyl]-"
6385696,,,,,,n-(4-methoxyphenyl)-all-trans-retimide
6393559,,,,,,palisol
6400741,,,,,,b723735k022
641563,,,,,,"1,3 - benzthiazo - 2(3h)- ylidene malononitrile"
64164,,,,,,"2-thia-1,3,5,7-tetraazaadamantane, 2,2-dioxide"
643539,,,,,,vedelianin
6436327,,,,,,pyridine-2-aldehyde 2-pyridylhydrazone
643654,,,,,,malyngamide s
6436860,,,,,,picolinealdehyde-2-quinolylhydrazone
6440205,,,,,,from gnidia
6442177,,,,,,Everolimus
6449975,,,,,,hygrophylline
6450840,,,,,,ambivalon hydrochloride
6474556,,,,,,kutizon
6476333,,,,,,iso-acteoside
6477182,,,,,,"1,7-bis(3, 4-dimethoxyphenyl)-1, 6-heptadiene-3,5-dione"
6477312,,,,,,triethyl-o-bromo-.alpha.-phosphono-cinmate
6482345,,,,,,3-phenyl(imidazolidinil-1)methano
6482347,,,,,,3-[4-methoxyphenyl(imidazolidinil-1)]methane
64840,,,,,,baker's antifol
6505803,,,,,,17-AAG
6518457,,,,,,"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"
65237,,,,,,neocuproin
65275,,,,,,6-methoxyguanine
6538870,,,,,,"3-chlor-6-hydroxy-4-phenylbenzo[4,5]furo[2,3-b]pyridine"
65631,,,,,,suavedol
657251,,,,,,siquil
65732,,,,,,phenosafranin
657329,,,,,,Emetine Hydrochloride
65800,,,,,,Fotretamine
66363,,,,,,steffimycin
66365,,,,,,anthelmycin
66413,,,,,,methylestradiol
6651,,,,,,terpin (van)
66662,,,,,,antioxidant 80
66718,,,,,,satol tr
66720,,,,,,n-(4-chlorophenyl)-3-hydroxy-2-phthamide
667490,,,,,,6-Mercaptopurine
667639,,,,,,Fostamatinib
66796,,,,,,4-chloro-3-nitrophenyl methyl sulfone
66799,,,,,,tetraaminoditolylmethane
668053,,,,,,4m2o
6699,,,,,,"1,5-diphenoxyanthraquinone"
67011,,,,,,5-benzamido-1-aminoanthraquinone
6708778,,,,,,Teniposide
6708815,,,,,,Etoposide
6710691,,,,,,orlistat (usan)
67108483,,,,,,Irinotecan
6711165,,,,,,elephantin
6711172,,,,,,drosopholin b
6711179,,,,,,hypopistephanine
6711181,,,,,,insariotoxin
6711202,,,,,,isodonol
6711208,,,,,,Simalikalactone D
6711209,,,,,,trichodermin
6711219,,,,,,antineoplastic-301477
6711227,,,,,,didemnin b
6711233,,,,,,Pirarubicin Hydrochloride
6711239,,,,,,active compound from cephalodiscus gilchristi
6711240,,,,,,active compound from cephalodiscus gilchristi
6711241,,,,,,from cephalodiscus gilchristi
6711243,,,,,,from cephalodiscus gilchristi
6711244,,,,,,from cephalodiscus gilchristi
6711245,,,,,,from cephalodiscus gilchristi
6711246,,,,,,from cephalodiscus gilchristi
6711247,,,,,,from cephalodiscus gilchristi
6711248,,,,,,from cephalodiscus gilchristi
6711255,,,,,,Benzenepropanoic acid
6711257,,,,,,rsu 1165
6711269,,,,,,homohalichondrin b
6711270,,,,,,Halichondrin B
6711271,,,,,,asimicin
6711308,,,,,,asn-gln-trp-ala-val-gly-(d)phe-leu-met-nh2
6711321,,,,,,Staurosporine
6711360,,,,,,14-fluoro-4-demethoxydaunorubicin
6711382,,,,,,.alpha.-boswellic acid acetate
6711390,,,,,,trunculin b
6711419,,,,,,mycalamide b
6711422,,,,,,"7,17,18-trimethoxy mycalamide a"
6711423,,,,,,"7,17,18-trimethoxy, n-methyl mycalamide a"
6711428,,,,,,"17.alpha.-methyl-4-androsteno[3,2-c]isoxaole-4,17-diol"
6711494,,,,,,viscosin
6711495,,,,,,"3-hydroxy-7-nitro-1,2,4-benzotriazine 1-oxide"
6711496,,,,,,"3-chloro-7-nitro-1,2,4-benzotriazine 1-oxide"
6711497,,,,,,"7-nitro-3-trifluoroacetamido-1,2,4-benzotriazine 1-oxide"
67115,,,,,,"p-nitroso-n,n-diethylaniline"
6711550,,,,,,pseudolarolide b
6711565,,,,,,antineoplastic-631448
6711682,,,,,,altemicidin
6711772,,,,,,trunculin-b methyl ester
6711820,,,,,,Camptothecin Derivative
6711856,,,,,,galiellalactone
6711899,,,,,,"2,5-bis(6'-bromo-3'-indolyl)piperazine"
6711942,,,,,,kalihinol y
6711944,,,,,,antineoplastic-d647752
6711945,,,,,,antineoplastic-d647753
6711996,,,,,,halomon
6711997,,,,,,2'-bromo-4'-epi-daunorubicin
6712004,,,,,,antineoplastic-651195
6712024,,,,,,Mifepristone
6712035,,,,,,ipa/no : methyl ether
6712055,,,,,,salpichrolide a
6712084,,,,,,epoxy-chiromodine
6712095,,,,,,7-epi-10-deacetyltaxol
6712096,,,,,,7-Epi-10-deacetylbaccatin III
6712097,,,,,,discorhabdin b
6712098,,,,,,discorhabdin g
6712100,,,,,,discorhabdin i
6712173,,,,,,acnistin f
6712225,,,,,,physalin o
6712226,,,,,,physalin f
6712230,,,,,,"2-Debenzoyl-2-(3',5'-difluorobenzoyl)-15(16)-anhydro-11(15->1)-abeotaxol"
6712231,,,,,,hopeaphenol
6712244,,,,,,(-)-ent-bullatacin
6712255,,,,,,15-tert-butyl-20-deoxyvinblastine
6712296,,,,,,aplysimisine iii
6712418,,,,,,esulatin a
6712439,,,,,,"dihydroartemisinyl ether, stereoisomer of nsc-685989"
6712440,,,,,,"dihydroartemisinyl ether, stereoisomer of nsc-685988"
6712545,,,,,,mimuscopic acid
6712549,,,,,,n-(4-amino-4-deoxy-n10-methypteroyl)-l-homocysteic acid
